Id,SubjectKey,FactName,Domain,ValueKey,RawValue,NormalizedValue,SourceFamily,TableName,SourcePath,RowKey,LineNumber,ByteOffset,FieldName,Confidence,Notes
claim:95,Component:148,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6620;ComponentId=148;offset=1158063,0,1158063,Interval,client_bin,abilitycomponentexport.bin
claim:92,Component:148,Operation,ComponentOperation,1,1,1,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6620;ComponentId=148;offset=1158063,0,1158063,Operation,client_bin,abilitycomponentexport.bin
claim:93,Component:148,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6620;ComponentId=148;offset=1158063,0,1158063,Radius,client_bin,abilitycomponentexport.bin
claim:114,Component:148,RequirementId,RequirementId,9625,9625,9625,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6620;ComponentId=148;offset=1158063,0,1158063,ExtData[6].Val6,Inferred,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
claim:115,Component:148,RequirementId,RequirementId,9622,9622,9622,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6620;ComponentId=148;offset=1158063,0,1158063,ExtData[7].Val6,Inferred,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
claim:123,Component:212,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Downloads\myps\data\strings\english\componenteffects.txt,line=213;EntryId=212,213,0,value,localized_string,componenteffects.txt
claim:98,Component:212,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6673;ComponentId=212;offset=1169435,0,1169435,Duration,client_bin,abilitycomponentexport.bin
claim:99,Component:212,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6673;ComponentId=212;offset=1169435,0,1169435,Interval,client_bin,abilitycomponentexport.bin
claim:96,Component:212,Operation,ComponentOperation,15,15,15,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6673;ComponentId=212;offset=1169435,0,1169435,Operation,client_bin,abilitycomponentexport.bin
claim:97,Component:212,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6673;ComponentId=212;offset=1169435,0,1169435,Radius,client_bin,abilitycomponentexport.bin
claim:124,Component:329,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Downloads\myps\data\strings\english\componenteffects.txt,line=330;EntryId=329,330,0,value,localized_string,componenteffects.txt
claim:102,Component:329,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6778;ComponentId=329;offset=1185083,0,1185083,Duration,client_bin,abilitycomponentexport.bin
claim:103,Component:329,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6778;ComponentId=329;offset=1185083,0,1185083,Interval,client_bin,abilitycomponentexport.bin
claim:100,Component:329,Operation,ComponentOperation,23,23,23,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6778;ComponentId=329;offset=1185083,0,1185083,Operation,client_bin,abilitycomponentexport.bin
claim:101,Component:329,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6778;ComponentId=329;offset=1185083,0,1185083,Radius,client_bin,abilitycomponentexport.bin
claim:125,Component:3310,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Downloads\myps\data\strings\english\componenteffects.txt,line=3311;EntryId=3310,3311,0,value,localized_string,componenteffects.txt
claim:106,Component:3310,Duration,Milliseconds,3000,3000,3000,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=1804;ComponentId=3310;offset=309536,0,309536,Duration,client_bin,abilitycomponentexport.bin
claim:107,Component:3310,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=1804;ComponentId=3310;offset=309536,0,309536,Interval,client_bin,abilitycomponentexport.bin
claim:104,Component:3310,Operation,ComponentOperation,12,12,12,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=1804;ComponentId=3310;offset=309536,0,309536,Operation,client_bin,abilitycomponentexport.bin
claim:105,Component:3310,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=1804;ComponentId=3310;offset=309536,0,309536,Radius,client_bin,abilitycomponentexport.bin
claim:43,Effect:1030,BuildUpId,EffectId,433,433,433,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1093;EffectId=1030,1093,0,Build Up,client_contract,effects.csv
claim:42,Effect:1030,Name,EffectName,Buff - Chaos Crow VFX,Buff - Chaos Crow VFX,Buff - Chaos Crow VFX,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1093;EffectId=1030,1093,0,Name,client_contract,effects.csv
claim:45,Effect:1034,BuildUpId,EffectId,23,23,23,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1097;EffectId=1034,1097,0,Build Up,client_contract,effects.csv
claim:44,Effect:1034,Name,EffectName,Phlegmatic Spore,Phlegmatic Spore,Phlegmatic Spore,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1097;EffectId=1034,1097,0,Name,client_contract,effects.csv
claim:48,Effect:1043,ActivateId,EffectId,19,19,19,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1106;EffectId=1043,1106,0,Activate,client_contract,effects.csv
claim:47,Effect:1043,BuildUpId,EffectId,19,19,19,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1106;EffectId=1043,1106,0,Build Up,client_contract,effects.csv
claim:46,Effect:1043,Name,EffectName,Squig Breath,Squig Breath,Squig Breath,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1106;EffectId=1043,1106,0,Name,client_contract,effects.csv
claim:50,Effect:1047,ImpactId,EffectId,115,115,115,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1110;EffectId=1047,1110,0,Impact,client_contract,effects.csv
claim:49,Effect:1047,Name,EffectName,Noogie,Noogie,Noogie,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1110;EffectId=1047,1110,0,Name,client_contract,effects.csv
claim:21,Effect:115,Name,EffectName,Devour Energy,Devour Energy,Devour Energy,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=131;EffectId=115,131,0,Name,client_contract,effects.csv
claim:51,Effect:1181,Name,EffectName,Ghost Effect - General,Ghost Effect - General,Ghost Effect - General,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1243;EffectId=1181,1243,0,Name,client_contract,effects.csv
claim:53,Effect:1433,ActivateId,EffectId,2972,2972,2972,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1506;EffectId=1433,1506,0,Activate,client_contract,effects.csv
claim:52,Effect:1433,Name,EffectName,Vigilance,Vigilance,Vigilance,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1506;EffectId=1433,1506,0,Name,client_contract,effects.csv
claim:54,Effect:1446,Name,EffectName,Bellow Commands,Bellow Commands,Bellow Commands,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1520;EffectId=1446,1520,0,Name,client_contract,effects.csv
claim:56,Effect:1642,ImpactId,EffectId,2063,2063,2063,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1724;EffectId=1642,1724,0,Impact,client_contract,effects.csv
claim:55,Effect:1642,Name,EffectName,Sigmar's Radiance,Sigmar's Radiance,Sigmar's Radiance,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1724;EffectId=1642,1724,0,Name,client_contract,effects.csv
claim:58,Effect:1802,ActivateId,EffectId,2740,2740,2740,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1890;EffectId=1802,1890,0,Activate,client_contract,effects.csv
claim:59,Effect:1802,ImpactId,EffectId,2744,2744,2744,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1890;EffectId=1802,1890,0,Impact,client_contract,effects.csv
claim:57,Effect:1802,Name,EffectName,Cutting Claw,Cutting Claw,Cutting Claw,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1890;EffectId=1802,1890,0,Name,client_contract,effects.csv
claim:61,Effect:1804,ImpactId,EffectId,1433,1433,1433,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1892;EffectId=1804,1892,0,Impact,client_contract,effects.csv
claim:60,Effect:1804,Name,EffectName,Guillotine,Guillotine,Guillotine,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1892;EffectId=1804,1892,0,Name,client_contract,effects.csv
claim:12,Effect:19,CastId,EffectId,2259,2259,2259,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=24;EffectId=19,24,0,Cast,client_contract,effects.csv
claim:13,Effect:19,ImpactId,EffectId,564,564,564,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=24;EffectId=19,24,0,Impact,client_contract,effects.csv
claim:11,Effect:19,Name,EffectName,Git Em!,Git Em!,Git Em!,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=24;EffectId=19,24,0,Name,client_contract,effects.csv
claim:63,Effect:2002,ActivateId,EffectId,2362,2362,2362,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2069;EffectId=2002,2069,0,Activate,client_contract,effects.csv
claim:64,Effect:2002,ImpactId,EffectId,2375,2375,2375,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2069;EffectId=2002,2069,0,Impact,client_contract,effects.csv
claim:62,Effect:2002,Name,EffectName,Daemon Lash,Daemon Lash,Daemon Lash,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2069;EffectId=2002,2069,0,Name,client_contract,effects.csv
claim:65,Effect:2023,Name,EffectName,;Magus Spec Abilities,;Magus Spec Abilities,;Magus Spec Abilities,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2090;EffectId=2023,2090,0,Name,client_contract,effects.csv
claim:67,Effect:2063,ActivateId,EffectId,2612,2612,2612,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2132;EffectId=2063,2132,0,Activate,client_contract,effects.csv
claim:66,Effect:2063,Name,EffectName,Firewyrm Of Tzeentch,Firewyrm Of Tzeentch,Firewyrm Of Tzeentch,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2132;EffectId=2063,2132,0,Name,client_contract,effects.csv
claim:69,Effect:2081,ActivateId,EffectId,541,541,541,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2151;EffectId=2081,2151,0,Activate,client_contract,effects.csv
claim:68,Effect:2081,Name,EffectName,Glimpse Of Chaos,Glimpse Of Chaos,Glimpse Of Chaos,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2151;EffectId=2081,2151,0,Name,client_contract,effects.csv
claim:70,Effect:2259,Name,EffectName,,,,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2336;EffectId=2259,2336,0,Name,client_contract,effects.csv
claim:15,Effect:23,CastId,EffectId,640,640,640,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=29;EffectId=23,29,0,Cast,client_contract,effects.csv
claim:17,Effect:23,ImpactId,EffectId,49,49,49,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=29;EffectId=23,29,0,Impact,client_contract,effects.csv
claim:14,Effect:23,Name,EffectName,Gun Turret GFXMOD Autoattack Override,Gun Turret GFXMOD Autoattack Override,Gun Turret GFXMOD Autoattack Override,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=29;EffectId=23,29,0,Name,client_contract,effects.csv
claim:16,Effect:23,ProjectileId,EffectId,591,591,591,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=29;EffectId=23,29,0,Projectile,client_contract,effects.csv
claim:71,Effect:2352,Name,EffectName,Blindsided!,Blindsided!,Blindsided!,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2435;EffectId=2352,2435,0,Name,client_contract,effects.csv
claim:72,Effect:2362,Name,EffectName,,,,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2445;EffectId=2362,2445,0,Name,client_contract,effects.csv
claim:74,Effect:2375,BuildUpId,EffectId,1043,1043,1043,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2459;EffectId=2375,2459,0,Build Up,client_contract,effects.csv
claim:75,Effect:2375,ImpactId,EffectId,1030,1030,1030,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2459;EffectId=2375,2459,0,Impact,client_contract,effects.csv
claim:73,Effect:2375,Name,EffectName,Healing Energy,Healing Energy,Healing Energy,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2459;EffectId=2375,2459,0,Name,client_contract,effects.csv
claim:77,Effect:2612,BuildUpId,EffectId,2696,2696,2696,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2705;EffectId=2612,2705,0,Build Up,client_contract,effects.csv
claim:78,Effect:2612,CastId,EffectId,2695,2695,2695,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2705;EffectId=2612,2705,0,Cast,client_contract,effects.csv
claim:79,Effect:2612,ImpactId,EffectId,2703,2703,2703,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2705;EffectId=2612,2705,0,Impact,client_contract,effects.csv
claim:76,Effect:2612,Name,EffectName,Frostbite,Frostbite,Frostbite,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2705;EffectId=2612,2705,0,Name,client_contract,effects.csv
claim:81,Effect:2695,BuildUpId,EffectId,1047,1047,1047,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2791;EffectId=2695,2791,0,Build Up,client_contract,effects.csv
claim:82,Effect:2695,ImpactId,EffectId,955,955,955,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2791;EffectId=2695,2791,0,Impact,client_contract,effects.csv
claim:80,Effect:2695,Name,EffectName,Fist Of Khaine,Fist Of Khaine,Fist Of Khaine,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2791;EffectId=2695,2791,0,Name,client_contract,effects.csv
claim:84,Effect:2696,ImpactId,EffectId,2081,2081,2081,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2792;EffectId=2696,2792,0,Impact,client_contract,effects.csv
claim:83,Effect:2696,Name,EffectName,Consume Enchantment,Consume Enchantment,Consume Enchantment,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2792;EffectId=2696,2792,0,Name,client_contract,effects.csv
claim:86,Effect:2703,ImpactId,EffectId,1034,1034,1034,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2799;EffectId=2703,2799,0,Impact,client_contract,effects.csv
claim:85,Effect:2703,Name,EffectName,Wracking Agony,Wracking Agony,Wracking Agony,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2799;EffectId=2703,2799,0,Name,client_contract,effects.csv
claim:87,Effect:2740,Name,EffectName,;Disciple Specialist Morale,;Disciple Specialist Morale,;Disciple Specialist Morale,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2838;EffectId=2740,2838,0,Name,client_contract,effects.csv
claim:88,Effect:2744,Name,EffectName,,,,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=2842;EffectId=2744,2842,0,Name,client_contract,effects.csv
claim:90,Effect:2972,ActivateId,EffectId,2352,2352,2352,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=3078;EffectId=2972,3078,0,Activate,client_contract,effects.csv
claim:91,Effect:2972,ImpactId,EffectId,921,921,921,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=3078;EffectId=2972,3078,0,Impact,client_contract,effects.csv
claim:89,Effect:2972,Name,EffectName,Deafing Roar,Deafing Roar,Deafing Roar,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=3078;EffectId=2972,3078,0,Name,client_contract,effects.csv
claim:8,Effect:3,IconId,IconId,2602,2602,2602,client_csv,abilities.csv,C:\Users\Admin\Downloads\myps\data\gamedata\abilities.csv,line=8;EffectId=3,8,0,Icon,client_contract,abilities.csv
claim:10,Effect:3,ImpactId,EffectId,565,565,565,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=8;EffectId=3,8,0,Impact,client_contract,effects.csv
claim:7,Effect:3,Name,EffectName,Bounce,Bounce,Bounce,client_csv,abilities.csv,C:\Users\Admin\Downloads\myps\data\gamedata\abilities.csv,line=8;EffectId=3,8,0,name,client_contract,abilities.csv
claim:9,Effect:3,Name,EffectName,Bounce,Bounce,Bounce,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=8;EffectId=3,8,0,Name,client_contract,effects.csv
claim:22,Effect:433,Name,EffectName,Bolster War Engine,Bolster War Engine,Bolster War Engine,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=482;EffectId=433,482,0,Name,client_contract,effects.csv
claim:23,Effect:445,Name,EffectName,Siege Wrecker,Siege Wrecker,Siege Wrecker,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=498;EffectId=445,498,0,Name,client_contract,effects.csv
claim:24,Effect:445,ProjectileId,EffectId,1804,1804,1804,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=498;EffectId=445,498,0,Projectile,client_contract,effects.csv
claim:25,Effect:448,Name,EffectName,Booby Trap,Booby Trap,Booby Trap,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=502;EffectId=448,502,0,Name,client_contract,effects.csv
claim:26,Effect:448,ProjectileId,EffectId,1802,1802,1802,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=502;EffectId=448,502,0,Projectile,client_contract,effects.csv
claim:20,Effect:49,ImpactId,EffectId,1446,1446,1446,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=57;EffectId=49,57,0,Impact,client_contract,effects.csv
claim:18,Effect:49,Name,EffectName,Flames Of Change,Flames Of Change,Flames Of Change,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=57;EffectId=49,57,0,Name,client_contract,effects.csv
claim:19,Effect:49,ProjectileId,EffectId,1181,1181,1181,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=57;EffectId=49,57,0,Projectile,client_contract,effects.csv
claim:28,Effect:541,CastId,EffectId,614,614,614,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=599;EffectId=541,599,0,Cast,client_contract,effects.csv
claim:27,Effect:541,Name,EffectName,Guard,Guard,Guard,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=599;EffectId=541,599,0,Name,client_contract,effects.csv
claim:30,Effect:545,ActivateId,EffectId,2023,2023,2023,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=603;EffectId=545,603,0,Activate,client_contract,effects.csv
claim:29,Effect:545,Name,EffectName,Stubborn As Stone,Stubborn As Stone,Stubborn As Stone,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=603;EffectId=545,603,0,Name,client_contract,effects.csv
claim:32,Effect:565,ActivateId,EffectId,1642,1642,1642,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=623;EffectId=565,623,0,Activate,client_contract,effects.csv
claim:33,Effect:565,ImpactId,EffectId,2002,2002,2002,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=623;EffectId=565,623,0,Impact,client_contract,effects.csv
claim:31,Effect:565,Name,EffectName,Earthshatter,Earthshatter,Earthshatter,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=623;EffectId=565,623,0,Name,client_contract,effects.csv
claim:34,Effect:591,Name,EffectName,,,,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=651;EffectId=591,651,0,Name,client_contract,effects.csv
claim:36,Effect:614,CastId,EffectId,445,445,445,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=675;EffectId=614,675,0,Cast,client_contract,effects.csv
claim:37,Effect:614,ImpactId,EffectId,448,448,448,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=675;EffectId=614,675,0,Impact,client_contract,effects.csv
claim:35,Effect:614,Name,EffectName,Deathblow,Deathblow,Deathblow,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=675;EffectId=614,675,0,Name,client_contract,effects.csv
claim:38,Effect:640,Name,EffectName,Inevitable Doom,Inevitable Doom,Inevitable Doom,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=701;EffectId=640,701,0,Name,client_contract,effects.csv
claim:40,Effect:921,ActivateId,EffectId,545,545,545,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=999;EffectId=921,999,0,Activate,client_contract,effects.csv
claim:39,Effect:921,Name,EffectName,Come and Git It!,Come and Git It!,Come and Git It!,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=999;EffectId=921,999,0,Name,client_contract,effects.csv
claim:41,Effect:955,Name,EffectName,Strong Finish,Strong Finish,Strong Finish,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=1034;EffectId=955,1034,0,Name,client_contract,effects.csv
claim:108,Requirement:9620,RequirementId,RequirementId,9620,9620,9620,client_bin,abilityrequirementexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,record=556;RequirementId=9620;offset=53378,0,53378,RequirementId,client_bin,abilityrequirementexport.bin
claim:109,Requirement:9621,RequirementId,RequirementId,9621,9621,9621,client_bin,abilityrequirementexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,record=557;RequirementId=9621;offset=53470,0,53470,RequirementId,client_bin,abilityrequirementexport.bin
claim:110,Requirement:9622,RequirementId,RequirementId,9622,9622,9622,client_bin,abilityrequirementexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,record=558;RequirementId=9622;offset=53562,0,53562,RequirementId,client_bin,abilityrequirementexport.bin
