Id,SubjectKey,FactName,Domain,ValueKey,RawValue,NormalizedValue,SourceFamily,TableName,SourcePath,RowKey,LineNumber,ByteOffset,FieldName,Confidence,Notes
claim:14,Component:15590,Operation,ComponentOperation,8,8,8,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=9989;ComponentId=15590;offset=1708506,0,1708506,Operation,client_bin,abilitycomponentexport.bin
claim:15,Component:15590,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=9989;ComponentId=15590;offset=1708506,0,1708506,Radius,client_bin,abilitycomponentexport.bin
claim:30,Component:18526,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Downloads\myps\data\strings\english\componenteffects.txt,line=18527;EntryId=18526,18527,0,value,localized_string,componenteffects.txt
claim:20,Component:18526,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=10744;ComponentId=18526;offset=1827599,0,1827599,Duration,client_bin,abilitycomponentexport.bin
claim:21,Component:18526,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=10744;ComponentId=18526;offset=1827599,0,1827599,Interval,client_bin,abilitycomponentexport.bin
claim:18,Component:18526,Operation,ComponentOperation,11,11,11,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=10744;ComponentId=18526;offset=1827599,0,1827599,Operation,client_bin,abilitycomponentexport.bin
claim:19,Component:18526,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=10744;ComponentId=18526;offset=1827599,0,1827599,Radius,client_bin,abilitycomponentexport.bin
claim:28,Component:212,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Downloads\myps\data\strings\english\componenteffects.txt,line=213;EntryId=212,213,0,value,localized_string,componenteffects.txt
claim:12,Component:212,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6673;ComponentId=212;offset=1169435,0,1169435,Duration,client_bin,abilitycomponentexport.bin
claim:13,Component:212,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6673;ComponentId=212;offset=1169435,0,1169435,Interval,client_bin,abilitycomponentexport.bin
claim:10,Component:212,Operation,ComponentOperation,15,15,15,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6673;ComponentId=212;offset=1169435,0,1169435,Operation,client_bin,abilitycomponentexport.bin
claim:11,Component:212,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6673;ComponentId=212;offset=1169435,0,1169435,Radius,client_bin,abilitycomponentexport.bin
claim:31,Component:28974,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Downloads\myps\data\strings\english\componenteffects.txt,line=28975;EntryId=28974,28975,0,value,localized_string,componenteffects.txt
claim:24,Component:28974,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=11488;ComponentId=28974;offset=1947704,0,1947704,Duration,client_bin,abilitycomponentexport.bin
claim:25,Component:28974,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=11488;ComponentId=28974;offset=1947704,0,1947704,Interval,client_bin,abilitycomponentexport.bin
claim:22,Component:28974,Operation,ComponentOperation,35,35,35,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=11488;ComponentId=28974;offset=1947704,0,1947704,Operation,client_bin,abilitycomponentexport.bin
claim:23,Component:28974,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=11488;ComponentId=28974;offset=1947704,0,1947704,Radius,client_bin,abilitycomponentexport.bin
claim:9,Effect:3701,Name,EffectName,Mount Effects - Shared,Mount Effects - Shared,Mount Effects - Shared,client_csv,effects.csv,C:\Users\Admin\Downloads\myps\data\gamedata\effects.csv,line=3719;EffectId=3701,3719,0,Name,client_contract,effects.csv
claim:8,Effect:3770,IconId,IconId,50020,50020,50020,client_csv,abilities.csv,C:\Users\Admin\Downloads\myps\data\gamedata\abilities.csv,line=3910;EffectId=3770,3910,0,Icon,client_contract,abilities.csv
claim:7,Effect:3770,Name,EffectName,Mount - Epic - Chaos,Mount - Epic - Chaos,Mount - Epic - Chaos,client_csv,abilities.csv,C:\Users\Admin\Downloads\myps\data\gamedata\abilities.csv,line=3910;EffectId=3770,3910,0,name,client_contract,abilities.csv
