DomainKey,DisplayName,RawValue,Meaning,Confidence,Source,SourcePath,SourceLocation,Notes
CareerLine.EntryId,Career Line Entry IDs,21,Blackguard,Confirmed,careerlines_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careerlines_m.txt,line 22,Referenced by 64 ability BIN row(s).
CareerLine.EntryId,Career Line Entry IDs,22,Witch Elf,Confirmed,careerlines_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careerlines_m.txt,line 23,Referenced by 54 ability BIN row(s).
CareerLine.EntryId,Career Line Entry IDs,23,Disciple of Khaine,Confirmed,careerlines_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careerlines_m.txt,line 24,Referenced by 74 ability BIN row(s).
CareerLine.EntryId,Career Line Entry IDs,24,Sorcerer,Confirmed,careerlines_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careerlines_m.txt,line 25,Referenced by 58 ability BIN row(s).
CareerName.EntryId,Career Name Entry IDs,0,(empty),Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 1,"Expected repetition: this display name appears across 12 entry ids (0, 1, 10, 11, 2, 3, 4, 5, 6, 7, 8, 9) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,1,(empty),Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 2,"Expected repetition: this display name appears across 12 entry ids (0, 1, 10, 11, 2, 3, 4, 5, 6, 7, 8, 9) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,2,(empty),Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 3,"Expected repetition: this display name appears across 12 entry ids (0, 1, 10, 11, 2, 3, 4, 5, 6, 7, 8, 9) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,3,(empty),Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 4,"Expected repetition: this display name appears across 12 entry ids (0, 1, 10, 11, 2, 3, 4, 5, 6, 7, 8, 9) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,4,(empty),Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 5,"Expected repetition: this display name appears across 12 entry ids (0, 1, 10, 11, 2, 3, 4, 5, 6, 7, 8, 9) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,5,(empty),Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 6,"Expected repetition: this display name appears across 12 entry ids (0, 1, 10, 11, 2, 3, 4, 5, 6, 7, 8, 9) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,6,(empty),Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 7,"Expected repetition: this display name appears across 12 entry ids (0, 1, 10, 11, 2, 3, 4, 5, 6, 7, 8, 9) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,7,(empty),Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 8,"Expected repetition: this display name appears across 12 entry ids (0, 1, 10, 11, 2, 3, 4, 5, 6, 7, 8, 9) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,8,(empty),Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 9,"Expected repetition: this display name appears across 12 entry ids (0, 1, 10, 11, 2, 3, 4, 5, 6, 7, 8, 9) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,9,(empty),Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 10,"Expected repetition: this display name appears across 12 entry ids (0, 1, 10, 11, 2, 3, 4, 5, 6, 7, 8, 9) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,10,(empty),Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 11,"Expected repetition: this display name appears across 12 entry ids (0, 1, 10, 11, 2, 3, 4, 5, 6, 7, 8, 9) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,11,(empty),Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 12,"Expected repetition: this display name appears across 12 entry ids (0, 1, 10, 11, 2, 3, 4, 5, 6, 7, 8, 9) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,12,Ironbreaker,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 13,"Expected repetition: this display name appears across 5 entry ids (12, 20, 28, 36, 44) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,13,Slayer,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 14,"Expected repetition: this display name appears across 5 entry ids (13, 21, 29, 37, 45) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,14,Runepriest,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 15,"Expected repetition: this display name appears across 5 entry ids (14, 22, 30, 38, 46) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,15,Engineer,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 16,"Expected repetition: this display name appears across 5 entry ids (15, 23, 31, 39, 47) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,16,Black Orc,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 17,"Expected repetition: this display name appears across 5 entry ids (16, 24, 32, 40, 48) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,17,Choppa,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 18,"Expected repetition: this display name appears across 5 entry ids (17, 25, 33, 41, 49) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,18,Shaman,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 19,"Expected repetition: this display name appears across 5 entry ids (18, 26, 34, 42, 50) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,19,Squig Herder,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 20,"Expected repetition: this display name appears across 5 entry ids (19, 27, 35, 43, 51) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,20,Ironbreaker,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 21,"Expected repetition: this display name appears across 5 entry ids (12, 20, 28, 36, 44) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,21,Slayer,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 22,"Expected repetition: this display name appears across 5 entry ids (13, 21, 29, 37, 45) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,22,Runepriest,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 23,"Expected repetition: this display name appears across 5 entry ids (14, 22, 30, 38, 46) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,23,Engineer,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 24,"Expected repetition: this display name appears across 5 entry ids (15, 23, 31, 39, 47) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,24,Black Orc,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 25,"Expected repetition: this display name appears across 5 entry ids (16, 24, 32, 40, 48) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,25,Choppa,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 26,"Expected repetition: this display name appears across 5 entry ids (17, 25, 33, 41, 49) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,26,Shaman,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 27,"Expected repetition: this display name appears across 5 entry ids (18, 26, 34, 42, 50) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,27,Squig Herder,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 28,"Expected repetition: this display name appears across 5 entry ids (19, 27, 35, 43, 51) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,28,Ironbreaker,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 29,"Expected repetition: this display name appears across 5 entry ids (12, 20, 28, 36, 44) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,29,Slayer,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 30,"Expected repetition: this display name appears across 5 entry ids (13, 21, 29, 37, 45) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,30,Runepriest,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 31,"Expected repetition: this display name appears across 5 entry ids (14, 22, 30, 38, 46) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,31,Engineer,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 32,"Expected repetition: this display name appears across 5 entry ids (15, 23, 31, 39, 47) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,32,Black Orc,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 33,"Expected repetition: this display name appears across 5 entry ids (16, 24, 32, 40, 48) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,33,Choppa,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 34,"Expected repetition: this display name appears across 5 entry ids (17, 25, 33, 41, 49) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,34,Shaman,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 35,"Expected repetition: this display name appears across 5 entry ids (18, 26, 34, 42, 50) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,35,Squig Herder,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 36,"Expected repetition: this display name appears across 5 entry ids (19, 27, 35, 43, 51) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,36,Ironbreaker,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 37,"Expected repetition: this display name appears across 5 entry ids (12, 20, 28, 36, 44) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,37,Slayer,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 38,"Expected repetition: this display name appears across 5 entry ids (13, 21, 29, 37, 45) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,38,Runepriest,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 39,"Expected repetition: this display name appears across 5 entry ids (14, 22, 30, 38, 46) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,39,Engineer,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 40,"Expected repetition: this display name appears across 5 entry ids (15, 23, 31, 39, 47) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,40,Black Orc,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 41,"Expected repetition: this display name appears across 5 entry ids (16, 24, 32, 40, 48) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,41,Choppa,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 42,"Expected repetition: this display name appears across 5 entry ids (17, 25, 33, 41, 49) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,42,Shaman,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 43,"Expected repetition: this display name appears across 5 entry ids (18, 26, 34, 42, 50) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,43,Squig Herder,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 44,"Expected repetition: this display name appears across 5 entry ids (19, 27, 35, 43, 51) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,44,Ironbreaker,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 45,"Expected repetition: this display name appears across 5 entry ids (12, 20, 28, 36, 44) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,45,Slayer,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 46,"Expected repetition: this display name appears across 5 entry ids (13, 21, 29, 37, 45) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,46,Runepriest,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 47,"Expected repetition: this display name appears across 5 entry ids (14, 22, 30, 38, 46) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,47,Engineer,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 48,"Expected repetition: this display name appears across 5 entry ids (15, 23, 31, 39, 47) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,48,Black Orc,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 49,"Expected repetition: this display name appears across 5 entry ids (16, 24, 32, 40, 48) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,49,Choppa,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 50,"Expected repetition: this display name appears across 5 entry ids (17, 25, 33, 41, 49) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,50,Shaman,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 51,"Expected repetition: this display name appears across 5 entry ids (18, 26, 34, 42, 50) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,51,Squig Herder,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 52,"Expected repetition: this display name appears across 5 entry ids (19, 27, 35, 43, 51) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,52,Witch Hunter,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 53,"Expected repetition: this display name appears across 5 entry ids (52, 60, 68, 76, 84) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,53,Knight of the Blazing Sun,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 54,"Expected repetition: this display name appears across 5 entry ids (53, 61, 69, 77, 85) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,54,Bright Wizard,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 55,"Expected repetition: this display name appears across 5 entry ids (54, 62, 70, 78, 86) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,55,Warrior Priest,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 56,"Expected repetition: this display name appears across 5 entry ids (55, 63, 71, 79, 87) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,56,Chosen,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 57,"Expected repetition: this display name appears across 5 entry ids (56, 64, 72, 80, 88) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,57,Marauder,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 58,"Expected repetition: this display name appears across 5 entry ids (57, 65, 73, 81, 89) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,58,Zealot,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 59,"Expected repetition: this display name appears across 5 entry ids (58, 66, 74, 82, 90) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,59,Magus,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 60,"Expected repetition: this display name appears across 5 entry ids (59, 67, 75, 83, 91) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,60,Witch Hunter,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 61,"Expected repetition: this display name appears across 5 entry ids (52, 60, 68, 76, 84) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,61,Knight of the Blazing Sun,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 62,"Expected repetition: this display name appears across 5 entry ids (53, 61, 69, 77, 85) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,62,Bright Wizard,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 63,"Expected repetition: this display name appears across 5 entry ids (54, 62, 70, 78, 86) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,63,Warrior Priest,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 64,"Expected repetition: this display name appears across 5 entry ids (55, 63, 71, 79, 87) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,64,Chosen,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 65,"Expected repetition: this display name appears across 5 entry ids (56, 64, 72, 80, 88) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,65,Marauder,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 66,"Expected repetition: this display name appears across 5 entry ids (57, 65, 73, 81, 89) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,66,Zealot,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 67,"Expected repetition: this display name appears across 5 entry ids (58, 66, 74, 82, 90) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,67,Magus,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 68,"Expected repetition: this display name appears across 5 entry ids (59, 67, 75, 83, 91) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,68,Witch Hunter,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 69,"Expected repetition: this display name appears across 5 entry ids (52, 60, 68, 76, 84) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,69,Knight of the Blazing Sun,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 70,"Expected repetition: this display name appears across 5 entry ids (53, 61, 69, 77, 85) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,70,Bright Wizard,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 71,"Expected repetition: this display name appears across 5 entry ids (54, 62, 70, 78, 86) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,71,Warrior Priest,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 72,"Expected repetition: this display name appears across 5 entry ids (55, 63, 71, 79, 87) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,72,Chosen,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 73,"Expected repetition: this display name appears across 5 entry ids (56, 64, 72, 80, 88) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,73,Marauder,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 74,"Expected repetition: this display name appears across 5 entry ids (57, 65, 73, 81, 89) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,74,Zealot,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 75,"Expected repetition: this display name appears across 5 entry ids (58, 66, 74, 82, 90) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,75,Magus,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 76,"Expected repetition: this display name appears across 5 entry ids (59, 67, 75, 83, 91) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,76,Witch Hunter,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 77,"Expected repetition: this display name appears across 5 entry ids (52, 60, 68, 76, 84) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,77,Knight of the Blazing Sun,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 78,"Expected repetition: this display name appears across 5 entry ids (53, 61, 69, 77, 85) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,78,Bright Wizard,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 79,"Expected repetition: this display name appears across 5 entry ids (54, 62, 70, 78, 86) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,79,Warrior Priest,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 80,"Expected repetition: this display name appears across 5 entry ids (55, 63, 71, 79, 87) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,80,Chosen,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 81,"Expected repetition: this display name appears across 5 entry ids (56, 64, 72, 80, 88) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,81,Marauder,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 82,"Expected repetition: this display name appears across 5 entry ids (57, 65, 73, 81, 89) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,82,Zealot,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 83,"Expected repetition: this display name appears across 5 entry ids (58, 66, 74, 82, 90) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,83,Magus,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 84,"Expected repetition: this display name appears across 5 entry ids (59, 67, 75, 83, 91) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,84,Witch Hunter,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 85,"Expected repetition: this display name appears across 5 entry ids (52, 60, 68, 76, 84) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,85,Knight of the Blazing Sun,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 86,"Expected repetition: this display name appears across 5 entry ids (53, 61, 69, 77, 85) — one per display context group."
CareerName.EntryId,Career Name Entry IDs,86,Bright Wizard,Confirmed,careernames_m.txt,C:\Users\Admin\Downloads\myps\data\strings\english\careernames_m.txt,line 87,"Expected repetition: this display name appears across 5 entry ids (54, 62, 70, 78, 86) — one per display context group."
