OperationId,OperationName,AbilityId,AbilityName,ComponentId,ComponentSlotIndex,TriggerText,ContextTags,TextExcerpt,SourcePath,SourceLocation
23,APPLY_ABILITY,233,New AE Taunt,425,3,3 -> OnPreviousComponentApplied,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 219219
23,APPLY_ABILITY,245,Word of Command,1212,4,3 -> OnPreviousComponentApplied,,"You run away from the battle in a mad panic, increasing your run speed by {COM_0_VAL0} for {COM_0_DURA_SECONDS}.  You immediately lose all of your action points, any career mechanic points, and your Morale will begin to drop, and you will not begin to regain action points until {COM_4_VAL0_COM_0_DURA_SECONDS} have passed.<BR><BR>You can use this ability again to cancel the effect early, but you will still remain panicked and will not regain action points for the full duration.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 246
23,APPLY_ABILITY,245,Word of Command,1984,9,1 -> OnApply,,"You run away from the battle in a mad panic, increasing your run speed by {COM_0_VAL0} for {COM_0_DURA_SECONDS}.  You immediately lose all of your action points, any career mechanic points, and your Morale will begin to drop, and you will not begin to regain action points until {COM_4_VAL0_COM_0_DURA_SECONDS} have passed.<BR><BR>You can use this ability again to cancel the effect early, but you will still remain panicked and will not regain action points for the full duration.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 246
23,APPLY_ABILITY,251,Stubbornness,502,1,6 -> OnEventTriggered,,"You will build Grudge when attacked, and some of your abilities will become more powerful as your Grudges increase.  If you are not attacked for 30 seconds, you will begin to lose your Grudges.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 252
23,APPLY_ABILITY,251,Stubbornness,503,2,6 -> OnEventTriggered,,"You will build Grudge when attacked, and some of your abilities will become more powerful as your Grudges increase.  If you are not attacked for 30 seconds, you will begin to lose your Grudges.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 252
23,APPLY_ABILITY,251,Stubbornness,1219,3,6 -> OnEventTriggered,,"You will build Grudge when attacked, and some of your abilities will become more powerful as your Grudges increase.  If you are not attacked for 30 seconds, you will begin to lose your Grudges.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 252
23,APPLY_ABILITY,257,Debilitation,503,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 222777
23,APPLY_ABILITY,260,Scathe,1991,1,6 -> OnEventTriggered,,You are building a combo!,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 261
23,APPLY_ABILITY,260,Scathe,3108,4,5 -> OnBuffEnded,,You are building a combo!,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 261
23,APPLY_ABILITY,263,Caustic Torrent,3209,2,5 -> OnBuffEnded,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 223941
23,APPLY_ABILITY,264,Cunning Rumination ,1914,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 224135
23,APPLY_ABILITY,264,Cunning Rumination ,1915,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 224135
23,APPLY_ABILITY,266,Quell Suffering,1916,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 224523
23,APPLY_ABILITY,269,Convalesce,8389,1,6 -> OnEventTriggered,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 224911
23,APPLY_ABILITY,269,Convalesce,8389,3,6 -> OnEventTriggered,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 224911
23,APPLY_ABILITY,273,Tough As Sumfink Wot's Really Tough,11003,1,6 -> OnEventTriggered,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 225687
23,APPLY_ABILITY,273,Tough As Sumfink Wot's Really Tough,11003,3,6 -> OnEventTriggered,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 225687
23,APPLY_ABILITY,278,Shield of Piety,12306,1,6 -> OnEventTriggered,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 226657
23,APPLY_ABILITY,278,Shield of Piety,12478,4,5 -> OnBuffEnded,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 226657
23,APPLY_ABILITY,283,Incite Torment,11356,1,6 -> OnEventTriggered,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 227433
23,APPLY_ABILITY,288,Dark Magic x25,11548,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 228209
23,APPLY_ABILITY,289,Dark Magic x5,11548,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 228403
23,APPLY_ABILITY,290,Big Smarts,11548,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 228597
23,APPLY_ABILITY,294,Nervous Energy,11548,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 229373
23,APPLY_ABILITY,295,Whazat behind you?!,11550,1,6 -> OnEventTriggered,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 229567
23,APPLY_ABILITY,295,Whazat behind you?!,12702,3,6 -> OnEventTriggered,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 229567
12,CC,3,Bounce,3310,1,3 -> OnPreviousComponentApplied,Damage,"You cause your Battle Squig to bounce, dealing {COM_0_VAL0_DAMAGE} and knocking your target down for {COM_1_DURA_SECONDS}.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 4
12,CC,6,;/end,3446,0,1 -> OnApply,Damage,"Your Squig bounces on it's target dealing {COM_2_VAL0_DAMAGE}, and knocking them down for {COM_0_DURA_SECONDS}.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 7
12,CC,19,Git Em!,1889,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 184675
12,CC,38,Shred,1193,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 188105
12,CC,91,Swift Reflexes,1332,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 195225
12,CC,96,I'll Take You On!,1193,0,1 -> OnApply,,"*TEST* With this tactic slotted, you will not auto attack at all.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 97
12,CC,122,Claw Sweep,1194,0,1 -> OnApply,Root,AE Root,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 123
12,CC,124,Lion's Roar,1196,0,1 -> OnApply,"Silence, Disarm",Silence and Disarm,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 125
12,CC,144,Poisoned Spine,1348,0,1 -> OnApply,,You've been knocked down,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 145
12,CC,236,Divine Protection,3212,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 219607
12,CC,237,Alter Fate,3212,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 219801
12,CC,379,Warding - Empire,1696,2,3 -> OnPreviousComponentApplied,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 244117
12,CC,608,Pulverizing Strike,1023,1,3 -> OnPreviousComponentApplied,,"Both you and your target are held tightly in place for {COM_1_DURA_SECONDS}, and neither one of you can move.<BR>This effect can not be dispelled or broken.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 609
12,CC,608,Pulverizing Strike,1022,2,3 -> OnPreviousComponentApplied,,"Both you and your target are held tightly in place for {COM_1_DURA_SECONDS}, and neither one of you can move.<BR>This effect can not be dispelled or broken.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 609
12,CC,885,Quit Yer Squabblin',992,0,1 -> OnApply,Silence,"All enemies within 30 feet are silenced for 7 seconds, making them unable to use magic.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 886
12,CC,906,Fling Choppa,992,0,1 -> OnApply,Silence,"All enemies within 30 feet are silenced for 7 seconds, making them unable to use magic.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 907
12,CC,967,Quiet Contemplation,1320,0,1 -> OnApply,"Silence, Disarm","All enemies within 30 feet become silenced and disarmed for 5 seconds, making them unable to use weapons or magic.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 968
12,CC,968,Phoenix's Wrath,1322,1,3 -> OnPreviousComponentApplied,,"A powerful melee attack that makes your target unable to block, dodge, parry, or disrupt attacks for 10 seconds.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 969
12,CC,969,Crash Of Thunder,1267,1,3 -> OnPreviousComponentApplied,"Stun, Damage","Your target and all other enemies within 30 feet of them suffer damage over 7 seconds, and are stunned.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 970
12,CC,1369,Lookit What I Did!,3312,1,3 -> OnPreviousComponentApplied,Damage,A furious counterattack that deals {COM_0_VAL0_DAMAGE} and will knock your target down for {COM_1_DURA_SECONDS}.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1370
12,CC,1370,Get Movin'!,545,0,1 -> OnApply,Root,"You shatter the ground for {COM_0_RADI_FEET} around you, rooting up to four enemies in place for {COM_0_DURA_SECONDS}. There is a 50% chance of the root breaking with every hit.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1371
12,CC,1384,Cave-In,3311,5,3 -> OnPreviousComponentApplied,Damage,"You smash into your enemy, knocking them down for {COM_5_DURA_SECONDS}.<BR><BR> At 25 Grudges: Deals {COM_1_VAL0_TOD_DAMAGE} over {COM_1_DURA_SECONDS}.<BR> At 50 Grudges: Deals {COM_2_VAL0_TOD_DAMAGE} over {COM_2_DURA_SECONDS}.<BR> At 75 Grudges: Deals {COM_3_VAL0_TOD_DAMAGE} over {COM_3_DURA_SECONDS}.<BR> At 100 Grudges: Deals {COM_4_VAL0_TOD_DAMAGE} over {COM_4_DURA_SECONDS}.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1385
12,CC,1418,Juggernaut,1456,1,3 -> OnPreviousComponentApplied,"Root, Damage",Deals {COM_0_VAL0_DAMAGE} to your target and roots them in place for {COM_1_DURA_SECONDS}.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1419
12,CC,1443,Sun's Blessing,3715,1,3 -> OnPreviousComponentApplied,Damage,"You render an incapacitating blow to your target, dealing {COM_0_VAL0_DAMAGE} and knocking them down for {COM_1_DURA_SECONDS}. This attack is undefendable.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1444
12,CC,1494,Fanatical Zeal,3836,1,3 -> OnPreviousComponentApplied,"Knockdown, Damage",You deal {COM_0_VAL0_DAMAGE} and knock down targets within {COM_0_RADI_FEET} for {COM_1_DURA_SECONDS}.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1495
12,CC,1519,Last Rites,545,0,1 -> OnApply,Root,"You fling coils of barbed wire all around you, rooting all enemies within {COM_0_RADI_FEET} in place for {COM_0_DURA_SECONDS}. There is a 50% chance of the root breaking with every hit.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1520
12,CC,1525,Seeker's Triumph,9802,2,3 -> OnPreviousComponentApplied,Damage,"You activate the self-destruct mechanism built into your turret, destroying the turret and dealing {COM_1_VAL0_CORPOREALDAMAGE} to all enemies within {COM_1_RADI_FEET} of it, knocking them down for {COM_2_DURA_SECONDS}.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1526
12,CC,1525,Seeker's Triumph,18680,5,1 -> OnApply,Damage,"You activate the self-destruct mechanism built into your turret, destroying the turret and dealing {COM_1_VAL0_CORPOREALDAMAGE} to all enemies within {COM_1_RADI_FEET} of it, knocking them down for {COM_2_DURA_SECONDS}.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1526
12,CC,1536,Crack Shot,1489,1,3 -> OnPreviousComponentApplied,"Disarm, Damage","A well-aimed shot which deals {COM_0_VAL0_DAMAGE} and disarms your target for {COM_1_DURA_SECONDS}, making them unable to use their weapons.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1537
12,CC,1607,Ruin And Destruction,3624,1,3 -> OnPreviousComponentApplied,"Silence, Damage",Silences and wounds target for {COM_0_VAL0_TOD_ELEMENTALDAMAGE} over {COM_0_DURA_SECONDS}.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1608
12,CC,1681,Fanaticism,545,0,1 -> OnApply,Root,"You root four enemies within {COM_0_RADI_FEET} of you, preventing them fom moving for {COM_0_DURA_SECONDS}. There is a 50% chance of the root breaking with every hit.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1682
12,CC,1683,Guilty Soul,1524,3,3 -> OnPreviousComponentApplied,"Silence, Damage",Deals {COM_1_VAL0_DAMAGE}. Silences target for {COM_3_DURA_SECONDS}.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1684
12,CC,1688,Down Ya Go,1526,1,3 -> OnPreviousComponentApplied,Damage,Deals {COM_0_VAL0_DAMAGE} and knocks target down for {COM_1_DURA_SECONDS}.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1689
12,CC,1722,Suppression,1556,1,3 -> OnPreviousComponentApplied,"Silence, Damage","All targets within {COM_0_RADI_FEET} of you take {COM_0_VAL0_DAMAGE} and are Silenced, unable to use Magic for {COM_1_DURA_SECONDS}.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1723
12,CC,1755,Embrace The Winds,18273,1,3 -> OnPreviousComponentApplied,Damage,Deals {COM_0_VAL0_DAMAGE} and knocks down the target for {COM_1_DURA_SECONDS}. The attack is undefendable.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1756
12,CC,1804,Guillotine,3600,1,3 -> OnPreviousComponentApplied,Damage,"You stomp the ground, knocking down targets within {COM_0_RADI_FEET} for {COM_1_DURA_SECONDS} and dealing {COM_0_VAL0_DAMAGE}.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1805
12,CC,1830,Squig Armor,3413,2,3 -> OnPreviousComponentApplied,,"Summons a massive battle squig which will promptly eat you.  From within the battle squig, you can poke and prod it to move it around and make it attack.<BR>While in your Squig Armor; your Ballistic Skill from items also counts as Strength, your Ranged Power from items also counts as Melee Power, and your Ranged Critical chance from items also counts as Melee Critical chance.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1831
12,CC,1837,Forked Aggression,3295,2,6 -> OnEventTriggered,"Disarm, Damage","On the Squig's next attack, it will deal an additional {COM_1_VAL0_DAMAGE} and disarm your target for {COM_2_DURA_SECONDS}, making them unable to use melee or ranged weapons.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1838
12,CC,1839,Choking Arrer,1817,1,1 -> OnApply,"Silence, Damage","A Crippling shot that deals {COM_0_VAL0_DAMAGE} and silences your target for {COM_1_DURA_SECONDS}, making them unable to use magic.",C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1840
12,CC,1865,Fungal Fetish,1819,2,3 -> OnPreviousComponentApplied,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1160629
12,CC,1865,Fungal Fetish,1819,4,3 -> OnPreviousComponentApplied,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1160629
12,CC,1908,AE Knockdown - Explosion,952,5,2 -> OnPreviousComponentEndCast,Heal,Resurrects your target with 20% health.,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line 1909
12,CC,3027,Wynyssa's Gratitude,2052,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 5052
12,CC,3028,Throcane Essence,2052,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 5246
12,CC,3029,Spit Bomb,2052,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 5440
12,CC,3030,Hard Stomp,2050,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 5634
12,CC,3031,Corrosive Vomit,2050,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 5828
12,CC,3032,Slimy Vomit,2052,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 6022
38,IMMUNITY,158,Pierce,468,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 205507
38,IMMUNITY,159,Rupture Organ,469,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 205701
38,IMMUNITY,160,Shatter Will,470,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 205895
38,IMMUNITY,161,Implacable Resolve,471,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 206089
38,IMMUNITY,162,Iron Body,472,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 206283
38,IMMUNITY,163,Pierce,473,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 206477
38,IMMUNITY,164,Rupture Organ,474,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 206671
38,IMMUNITY,165,Shatter Will,475,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 206865
38,IMMUNITY,166,Implacable Resolve,476,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 207059
38,IMMUNITY,167,Iron Body,477,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 207253
38,IMMUNITY,168,Test T2R1 Attack,478,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 207447
38,IMMUNITY,169,Test T2R2 Attack,479,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 207641
38,IMMUNITY,170,Sever Nerve,480,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 207835
38,IMMUNITY,176,Relentless Assault,486,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 208999
38,IMMUNITY,177,Test T2R10 Attack,487,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 209193
38,IMMUNITY,178,Pierce,488,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 209387
38,IMMUNITY,186,Implacable Resolve,496,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 210939
38,IMMUNITY,187,Iron Body,497,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 211133
38,IMMUNITY,191,Unshakable Focus,463,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 211909
38,IMMUNITY,192,Explosive Shots,464,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 212103
38,IMMUNITY,193,Hail Of Doom,465,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 212297
38,IMMUNITY,398,Standard's Blessing,358,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 246639
38,IMMUNITY,402,Unstoppable,326,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 247221
38,IMMUNITY,402,Unstoppable,463,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 247221
38,IMMUNITY,402,Unstoppable,464,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 247221
38,IMMUNITY,403,Unstoppable,328,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 247415
38,IMMUNITY,403,Unstoppable,465,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 247415
38,IMMUNITY,403,Unstoppable,466,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 247415
38,IMMUNITY,404,Unstoppable,330,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 247609
38,IMMUNITY,404,Unstoppable,467,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 247609
38,IMMUNITY,404,Unstoppable,468,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 247609
38,IMMUNITY,405,Enhanced Brawn,332,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 247803
38,IMMUNITY,405,Enhanced Brawn,469,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 247803
38,IMMUNITY,405,Enhanced Brawn,470,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 247803
38,IMMUNITY,406,Enhanced Knowledge,334,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 247997
38,IMMUNITY,406,Enhanced Knowledge,471,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 247997
38,IMMUNITY,406,Enhanced Knowledge,472,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 247997
38,IMMUNITY,407,Enhanced Wisdom,336,0,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 248191
38,IMMUNITY,407,Enhanced Wisdom,473,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 248191
38,IMMUNITY,407,Enhanced Wisdom,474,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 248191
38,IMMUNITY,408,Enhanced Aim,436,1,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 248385
38,IMMUNITY,408,Enhanced Aim,496,2,1 -> OnApply,,,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 248385
