RequirementId,Direction,SourceKind,SourceId,SourceLabel,SourceField,ExtSlotIndex,LinkedRequirementId,RelatedAbilities,ContextTags,SourcePath,SourceLocation,Notes
9009,Inbound,Ability,15510,Ability 15510 (Shield Spikes),ExtData[0].Val6,0,9009,15510 (Shield Spikes),Damage,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 844310,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9009,Inbound,Component,1448,Component 1448 (DAMAGE_CHANGE),ExtData[0].Val6,0,9009,1405 (Shield Mastery),Damage,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 159289,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9009,Inbound,Component,8311,Component 8311 (DEFENSIVE_STAT_CHANGE),ExtData[0].Val6,0,9009,,,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 493580,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9009,Inbound,Component,8347,Component 8347 (EVENT_LISTENER),ExtData[0].Val6,0,9009,,,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 499160,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9009,Inbound,Component,9642,Component 9642 (DEFENSIVE_STAT_CHANGE),ExtData[0].Val6,0,9009,8042 (Gilded Shield),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 723921,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9012,Inbound,Component,1029,Component 1029 (HATE),ExtData[1].Val6,1,9012,3514 (Distracting Bellow +Threat),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 88976,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9013,Inbound,Component,781,Component 781 (DAMAGE_CHANGE),ExtData[0].Val6,0,9013,565 (I Stand Alone),Damage,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 46917,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9015,Inbound,Component,535,Component 535 (MORALE_CHANGE),ExtData[1].Val6,1,9015,,,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 6114,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9015,Inbound,Requirement,9019,Requirement 9019,ExtData[0].Val6,0,9015,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 1407,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9016,Inbound,Requirement,9019,Requirement 9019,ExtData[1].Val6,1,9016,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 1407,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9017,Inbound,Requirement,9019,Requirement 9019,ExtData[2].Val6,2,9017,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 1407,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9019,Outbound,Requirement,9019,Requirement 9019,ExtData[0].Val6,0,9015,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 1407,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9019,Outbound,Requirement,9019,Requirement 9019,ExtData[1].Val6,1,9016,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 1407,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9019,Outbound,Requirement,9019,Requirement 9019,ExtData[2].Val6,2,9017,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 1407,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9020,Inbound,Component,1090,Component 1090 (BONUS_TYPE_ADJUST),ExtData[0].Val6,0,9020,,,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 98937,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9021,Inbound,Requirement,9026,Requirement 9026,ExtData[0].Val6,0,9021,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 1919,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9022,Inbound,Requirement,9026,Requirement 9026,ExtData[1].Val6,1,9022,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 1919,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9023,Inbound,Requirement,9026,Requirement 9026,ExtData[2].Val6,2,9023,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 1919,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9024,Inbound,Requirement,9027,Requirement 9027,ExtData[0].Val6,0,9024,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 2044,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9026,Inbound,Requirement,9027,Requirement 9027,ExtData[1].Val6,1,9026,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 2044,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9026,Outbound,Requirement,9026,Requirement 9026,ExtData[0].Val6,0,9021,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 1919,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9026,Outbound,Requirement,9026,Requirement 9026,ExtData[1].Val6,1,9022,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 1919,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9026,Outbound,Requirement,9026,Requirement 9026,ExtData[2].Val6,2,9023,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 1919,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9027,Outbound,Requirement,9027,Requirement 9027,ExtData[0].Val6,0,9024,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 2044,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9027,Outbound,Requirement,9027,Requirement 9027,ExtData[1].Val6,1,9026,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 2044,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9028,Inbound,Component,837,Component 837 (BONUS_TYPE_ADJUST),ExtData[0].Val6,0,9028,,,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 56114,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9028,Inbound,Component,8335,Component 8335 (BONUS_TYPE_ADJUST),ExtData[0].Val6,0,9028,,,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 497432,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9031,Outbound,Requirement,9031,Requirement 9031,ExtData[1].Val6,1,9052,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 2445,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9032,Inbound,Requirement,9035,Requirement 9035,ExtData[0].Val6,0,9032,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 2747,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9033,Inbound,Requirement,9035,Requirement 9035,ExtData[1].Val6,1,9033,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 2747,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9034,Inbound,Requirement,9035,Requirement 9035,ExtData[2].Val6,2,9034,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 2747,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9035,Outbound,Requirement,9035,Requirement 9035,ExtData[0].Val6,0,9032,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 2747,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9035,Outbound,Requirement,9035,Requirement 9035,ExtData[1].Val6,1,9033,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 2747,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9035,Outbound,Requirement,9035,Requirement 9035,ExtData[2].Val6,2,9034,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 2747,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9036,Inbound,Requirement,9038,Requirement 9038,ExtData[0].Val6,0,9036,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 3320,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9037,Inbound,Requirement,9038,Requirement 9038,ExtData[1].Val6,1,9037,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 3320,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9038,Inbound,Ability,1450,Ability 1450 (Retribution),ExtData[0].Val6,0,9038,1450 (Retribution),Damage,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1098774,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9038,Inbound,Ability,1463,Ability 1463 (No Escape),ExtData[2].Val6,2,9038,1463 (No Escape),"Snare, Damage",C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1100330,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9038,Inbound,Ability,1465,Ability 1465 (Inevitable Doom),ExtData[2].Val6,2,9038,1465 (Inevitable Doom),Damage,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1100784,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9038,Inbound,Ability,1762,Ability 1762 (Bring It On),ExtData[0].Val6,0,9038,1762 (Bring It On),Damage,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1144726,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9038,Inbound,Ability,1774,Ability 1774 (Wot's Da Rush?),ExtData[2].Val6,2,9038,1774 (Wot's Da Rush?),"Snare, Damage",C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1146282,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9038,Inbound,Ability,1776,Ability 1776 (Git To Da Choppa),ExtData[2].Val6,2,9038,1776 (Git To Da Choppa),Damage,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1146736,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9038,Inbound,Component,11729,Component 11729 (HEAL),ExtData[1].Val6,1,9038,,,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 916293,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9038,Outbound,Requirement,9038,Requirement 9038,ExtData[0].Val6,0,9036,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 3320,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9038,Outbound,Requirement,9038,Requirement 9038,ExtData[1].Val6,1,9037,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 3320,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9043,Inbound,Requirement,9045,Requirement 9045,ExtData[0].Val6,0,9043,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 3898,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9044,Inbound,Requirement,9045,Requirement 9045,ExtData[1].Val6,1,9044,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 3898,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9045,Outbound,Requirement,9045,Requirement 9045,ExtData[0].Val6,0,9043,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 3898,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9045,Outbound,Requirement,9045,Requirement 9045,ExtData[1].Val6,1,9044,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 3898,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9050,Outbound,Requirement,9050,Requirement 9050,ExtData[2].Val6,2,9058,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 4358,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9052,Inbound,Requirement,9031,Requirement 9031,ExtData[1].Val6,1,9052,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 2445,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9054,Inbound,Requirement,9055,Requirement 9055,ExtData[2].Val6,2,9054,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 4950,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9055,Outbound,Requirement,9055,Requirement 9055,ExtData[2].Val6,2,9054,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 4950,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9057,Inbound,Component,8723,Component 8723 (DAMAGE_CHANGE),ExtData[0].Val6,0,9057,,,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 566295,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9057,Inbound,Component,9152,Component 9152 (EVENT_LISTENER),ExtData[1].Val6,1,9057,,,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 639718,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9057,Inbound,Component,9154,Component 9154 (DAMAGE),ExtData[2].Val6,2,9057,3860 (Transference),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 640182,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9057,Inbound,Component,9171,Component 9171 (EFFECT_BUFF),ExtData[0].Val6,0,9057,,,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 643004,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9057,Inbound,Component,9195,Component 9195 (DISPEL_BUFF),ExtData[1].Val6,1,9057,,,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 647152,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9057,Inbound,Requirement,9245,Requirement 9245,ExtData[0].Val6,0,9057,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 24311,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9058,Inbound,Requirement,9050,Requirement 9050,ExtData[2].Val6,2,9058,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 4358,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9060,Inbound,Requirement,9062,Requirement 9062,ExtData[0].Val6,0,9060,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 5627,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9061,Inbound,Requirement,9062,Requirement 9062,ExtData[1].Val6,1,9061,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 5627,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9062,Outbound,Requirement,9062,Requirement 9062,ExtData[0].Val6,0,9060,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 5627,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9062,Outbound,Requirement,9062,Requirement 9062,ExtData[1].Val6,1,9061,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 5627,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9065,Inbound,Component,397,Component 397 (HATE),ExtData[1].Val6,1,9065,3948 (Taunt Events),,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,byte 1196370,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9066,Inbound,Ability,8086,Ability 8086 (Confess!),ExtData[0].Val6,0,9066,8086 (Confess!),"Disarm, Damage",C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1187545,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9066,Inbound,Ability,8405,Ability 8405 (Death Grip),ExtData[0].Val6,0,9066,8405 (Death Grip),Disarm,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1233435,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9066,Inbound,Ability,8414,Ability 8414 (Gut Ripper),ExtData[0].Val6,0,9066,8414 (Gut Ripper),Damage,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1235511,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9066,Inbound,Ability,9400,Ability 9400 (Sever Limb),ExtData[0].Val6,0,9066,9400 (Sever Limb),"Disarm, Damage",C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,byte 1324121,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9066,Inbound,Requirement,9212,Requirement 9212,ExtData[1].Val6,1,9066,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 21077,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9068,Inbound,Requirement,9075,Requirement 9075,ExtData[1].Val6,1,9068,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 6889,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9068,Outbound,Requirement,9068,Requirement 9068,ExtData[2].Val6,2,9069,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 6080,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9069,Inbound,Requirement,9068,Requirement 9068,ExtData[2].Val6,2,9069,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 6080,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9069,Inbound,Requirement,9074,Requirement 9074,ExtData[1].Val6,1,9069,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 6797,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9069,Outbound,Requirement,9069,Requirement 9069,ExtData[0].Val6,0,9070,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 6205,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9069,Outbound,Requirement,9069,Requirement 9069,ExtData[1].Val6,1,9071,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 6205,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9069,Outbound,Requirement,9069,Requirement 9069,ExtData[2].Val6,2,9072,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 6205,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9069,Outbound,Requirement,9069,Requirement 9069,ExtData[3].Val6,3,9073,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 6205,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9069,Outbound,Requirement,9069,Requirement 9069,ExtData[5].Val6,5,9073,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 6205,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9069,Outbound,Requirement,9069,Requirement 9069,ExtData[4].Val6,4,9084,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 6205,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9070,Inbound,Requirement,9069,Requirement 9069,ExtData[0].Val6,0,9070,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 6205,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
9071,Inbound,Requirement,9069,Requirement 9069,ExtData[1].Val6,1,9071,,,C:\Users\Admin\Downloads\myps\data\bin\abilityrequirementexport.bin,byte 6205,Inferred requirement reference because ExtData[*].Val6 matches a known RequirementId row in abilityrequirementexport.bin.
