FromTable,FromColumn,FromColumnIndex,ToTable,DistinctValues,Resolved,ResolveRate,TargetDensity,Samples
"data/gamedata/effectdef.csv","NIF",2,"data/strings/english/abilitydesc.txt",3622,3622,1.0000,1.0000,"3 = You cause your Battle Squig to bounce, dealing {COM_0_VAL0_DAMAGE} and knocking your target down for {COM_1_DURA_SECONDS}.; 5 = Your Battle Squig explodes, causing you to be launched upward out of your Squiggy armor. All enemies within {COM_1_RADI_FEET} take {COM_3_VAL0_DAMAGE} and are knocked back.; 6 = Your Squig bounces on it's target dealing {COM_2_VAL0_DAMAGE}, and knocking them down for {COM_0_DURA_SECONDS}."
"data/gamedata/effectdef.csv","NIF",2,"data/strings/english/abilitynames.txt",3622,3622,1.0000,1.0000,"3 = Bounce^n; 5 = KABOOM!^n; 6 = Death From Above^n"
"data/gamedata/effectdef.csv","NIF",2,"data/strings/english/componenteffects.txt",3622,3622,1.0000,1.0000,"10 = Attempting to Resurrect.; 20 = Periodically recovering <<1>> Health.; 42 = Inflicting <<1>>% Damage to de-taunter."
"data/gamedata/effectdef.csv","NIF",2,"data/strings/english/objectivenames.txt",3622,3622,1.0000,0.7072,"3 = Sharpthorn Wud; 4 = Ugrog's Rage; 5 = Sharpthorn Rock Mine"
"data/gamedata/effectdef.csv","NIF",2,"data/strings/english/packageinfo.txt",3622,3622,1.0000,1.0000,"601 = Increases Strength by 3; 602 = Increases Strength by 9; 603 = Increases Strength by 18"
"data/gamedata/effectdef.csv","NIF",2,"data/strings/english/packagenames.txt",3622,3622,1.0000,1.0000,"3 = Dis Ol' Choppa; 4 = Dat Ol' Choppa; 5 = Me Ol' Prodda"
"data/gamedata/effectdef.csv","NIF",2,"data/strings/english/scenariolobby.txt",3622,3622,1.0000,1.0000,"2000 = Capture the Gate Switch, Supply Room, and the Ammunitions Cache located on the upper floors of the gate.  Most important, kill all enemies you find!; 2001 = Find the Mourkain artifact and seize it for your realm. Killing the enemy while carrying the Mourkain Artifact will yield more points, but slaying the artifact bearer also yields increased rewards. Carrying the Artifact will inflict damage to the carrier over time.; 2002 = Blackfire Basin features a shared Capture the Flag mechanic. Earn points by killing other players and capturing the single shared flag in the middle of the frozen lake! Carrying the flag for too long will eventually snare the flag carrier and eventually drain your will to fight."
"data/gamedata/effectdef.csv","NIF",2,"data/strings/english/scenarioscore.txt",3622,3622,1.0000,1.0000,"2000 = Capture the Gate Switch, Supply Room, and the Ammunitions Cache located on the upper floors of the gate.  Most important, kill all enemies you find!; 2001 = Find the Mourkain artifact and seize it for your realm. Killing the enemy while carrying the Mourkain Artifact will yield more points, but slaying the artifact bearer also yields increased rewards. Carrying the Artifact will inflict damage to the carrier over time.; 2002 = Blackfire Basin features a shared Capture the Flag mechanic. Earn points by killing other players and capturing the single shared flag in the middle of the frozen lake! Carrying the flag for too long will eventually snare the flag carrier and eventually drain your will to fight."
"data/gamedata/effectdef.csv","NIF",2,"data/gamedata/items.csv",3622,3581,0.9887,0.9889,"3 = WORLD OBJ dw_mine_wallsupport; 4 = WORLD OBJ dw_ropecoil01; 5 = WORLD OBJ QI_dw_pick"
"data/gamedata/effectdef.csv","NIF",2,"data/gamedata/abilities.csv",3622,3559,0.9826,0.9581,"3 = Bounce; 5 = KABOOM!; 6 = ;/end"
"data/gamedata/effectdef.csv","NIF",2,"data/gamedata/effectlists.csv",3622,3503,0.9671,0.9977,"3 = flash hit with spiky bits; 4 = NULL; 5 = Big Heal"
"data/gamedata/effectdef.csv","NIF",2,"data/gamedata/effects.csv",3622,3424,0.9453,0.8188,"3 = Bounce; 5 = KABOOM!; 6 = ;/end"
"data/gamedata/effectdef.csv","NIF",2,"data/gamedata/anim_db.csv",3622,3412,0.9420,0.0910,"3 = aim; 4 = orc_idle_lower; 5 = orc_sprint"
"data/gamedata/effectlists.csv","ID 1",2,"data/gamedata/effectdef.csv",3380,3380,1.0000,0.9938,"1 = standard bloodsplat hit; 2 = spark hit; 3 = flash hit with spiky bits"
"data/gamedata/effectlists.csv","ID 1",2,"data/gamedata/itemdata.csv",3380,3380,1.0000,1.0000,"1 = 4111; 2 = 0; 3 = 0"
"data/gamedata/effectlists.csv","ID 1",2,"data/gamedata/objects.csv",3380,3380,1.0000,1.0000,"1 = WORLD OBJ QI_Dw_coffin01; 2 = WORLD OBJ or_roadwall_pillar; 3 = WORLD OBJ dw_mine_wallsupport"
"data/gamedata/effectlists.csv","ID 1",2,"data/gamedata/packages.csv",3380,3380,1.0000,1.0000,"1 = 0; 2 = 0; 3 = 0"
"data/gamedata/effectlists.csv","ID 1",2,"data/strings/english/abilitydesc.txt",3380,3380,1.0000,1.0000,"1 = A powerful attack that deals {COM_0_VAL0_DAMAGE} and reduces the threat generated by your pet's next attack.; 2 = You force your Battle Squig to claw at your target, dealing {COM_0_VAL0_TOD_DAMAGE} over {COM_0_DURA_SECONDS} and snaring them by {COM_1_VAL0}% over {COM_1_DURA_SECONDS}.; 3 = You cause your Battle Squig to bounce, dealing {COM_0_VAL0_DAMAGE} and knocking your target down for {COM_1_DURA_SECONDS}."
"data/gamedata/effectlists.csv","ID 1",2,"data/strings/english/abilitynames.txt",3380,3380,1.0000,1.0000,"1 = Ard Noggin^n; 2 = Big Claw^n; 3 = Bounce^n"
"data/gamedata/effectlists.csv","ID 1",2,"data/strings/english/componenteffects.txt",3380,3380,1.0000,1.0000,"10 = Attempting to Resurrect.; 20 = Periodically recovering <<1>> Health.; 45 = Inflicting <<1>>% Damage to everyone but taunter."
"data/gamedata/effectlists.csv","ID 1",2,"data/strings/english/objectivenames.txt",3380,3380,1.0000,0.7072,"1 = Cannon Battery; 2 = The Lookout; 3 = Sharpthorn Wud"
"data/gamedata/effectlists.csv","ID 1",2,"data/strings/english/packageinfo.txt",3380,3380,1.0000,1.0000,"601 = Increases Strength by 3; 602 = Increases Strength by 9; 605 = Increases Strength by 42"
"data/gamedata/effectlists.csv","ID 1",2,"data/strings/english/packagenames.txt",3380,3380,1.0000,1.0000,"1 = Me Ol' Choppa; 2 = Me Ol' Shield; 3 = Dis Ol' Choppa"
"data/gamedata/effectlists.csv","ID 1",2,"data/strings/english/scenariolobby.txt",3380,3380,1.0000,1.0000,"2001 = Find the Mourkain artifact and seize it for your realm. Killing the enemy while carrying the Mourkain Artifact will yield more points, but slaying the artifact bearer also yields increased rewards. Carrying the Artifact will inflict damage to the carrier over time.; 2002 = Blackfire Basin features a shared Capture the Flag mechanic. Earn points by killing other players and capturing the single shared flag in the middle of the frozen lake! Carrying the flag for too long will eventually snare the flag carrier and eventually drain your will to fight.; 2004 = Gromril Crossing is a true Tug of WAR! Several capture locations are scattered through-out the Scenario but only one is open at a time and progresses towards the enemy base depending on who captured them!"
"data/gamedata/effectlists.csv","ID 1",2,"data/strings/english/scenarioscore.txt",3380,3380,1.0000,1.0000,"2001 = Find the Mourkain artifact and seize it for your realm. Killing the enemy while carrying the Mourkain Artifact will yield more points, but slaying the artifact bearer also yields increased rewards. Carrying the Artifact will inflict damage to the carrier over time.; 2002 = Blackfire Basin features a shared Capture the Flag mechanic. Earn points by killing other players and capturing the single shared flag in the middle of the frozen lake! Carrying the flag for too long will eventually snare the flag carrier and eventually drain your will to fight.; 2004 = Gromril Crossing is a true Tug of WAR! Several capture locations are scattered through-out the Scenario but only one is open at a time and progresses towards the enemy base depending on who captured them!"
"data/gamedata/effectlists.csv","ID 1",2,"data/gamedata/abilities.csv",3380,3327,0.9843,0.9581,"1 = Ard Noggin; 2 = Big Claw; 3 = Bounce"
"data/gamedata/effectlists.csv","ID 1",2,"data/gamedata/anim_db.csv",3380,3210,0.9497,0.0910,"1 = null-inloop; 2 = DEM_Un_Int_wobble; 3 = aim"
"data/gamedata/effectlists.csv","ID 1",2,"data/gamedata/effectnifs.csv",3380,3172,0.9385,0.9997,"1 = empty; 2 = vfx_orc_CastAuraLoop; 3 = vfx_Cast_GS_Staff"
"data/gamedata/effectlists.csv","ID 1",2,"data/gamedata/items.csv",3380,3172,0.9385,0.9889,"1 = WORLD OBJ QI_Dw_coffin01; 2 = WORLD OBJ or_roadwall_pillar; 3 = WORLD OBJ dw_mine_wallsupport"
"data/gamedata/effectlists.csv","ID 1",2,"data/gamedata/effects.csv",3380,3057,0.9044,0.8188,"1 = Ard Noggin; 2 = Big Claw; 3 = Bounce"
"data/gamedata/objects.csv","#",2,"data/gamedata/itemdata.csv",3351,3351,1.0000,1.0000,"1 = 4111; 2 = 0; 3 = 0"
"data/gamedata/objects.csv","#",2,"data/gamedata/packages.csv",3351,3351,1.0000,1.0000,"1 = 0; 2 = 0; 3 = 0"
"data/gamedata/objects.csv","#",2,"data/strings/english/abilitydesc.txt",3351,3351,1.0000,1.0000,"1 = A powerful attack that deals {COM_0_VAL0_DAMAGE} and reduces the threat generated by your pet's next attack.; 2 = You force your Battle Squig to claw at your target, dealing {COM_0_VAL0_TOD_DAMAGE} over {COM_0_DURA_SECONDS} and snaring them by {COM_1_VAL0}% over {COM_1_DURA_SECONDS}.; 3 = You cause your Battle Squig to bounce, dealing {COM_0_VAL0_DAMAGE} and knocking your target down for {COM_1_DURA_SECONDS}."
"data/gamedata/objects.csv","#",2,"data/strings/english/abilitynames.txt",3351,3351,1.0000,1.0000,"1 = Ard Noggin^n; 2 = Big Claw^n; 3 = Bounce^n"
"data/gamedata/objects.csv","#",2,"data/strings/english/componenteffects.txt",3351,3351,1.0000,1.0000,"10 = Attempting to Resurrect.; 20 = Periodically recovering <<1>> Health.; 41 = Inflicting <<1>>% Damage to everyone but taunter."
"data/gamedata/objects.csv","#",2,"data/strings/english/objectivenames.txt",3351,3351,1.0000,0.7072,"1 = Cannon Battery; 2 = The Lookout; 3 = Sharpthorn Wud"
"data/gamedata/objects.csv","#",2,"data/strings/english/packageinfo.txt",3351,3351,1.0000,1.0000,"601 = Increases Strength by 3; 602 = Increases Strength by 9; 603 = Increases Strength by 18"
"data/gamedata/objects.csv","#",2,"data/strings/english/packagenames.txt",3351,3351,1.0000,1.0000,"1 = Me Ol' Choppa; 2 = Me Ol' Shield; 3 = Dis Ol' Choppa"
"data/gamedata/objects.csv","#",2,"data/strings/english/scenariolobby.txt",3351,3351,1.0000,1.0000,"2000 = Capture the Gate Switch, Supply Room, and the Ammunitions Cache located on the upper floors of the gate.  Most important, kill all enemies you find!; 2001 = Find the Mourkain artifact and seize it for your realm. Killing the enemy while carrying the Mourkain Artifact will yield more points, but slaying the artifact bearer also yields increased rewards. Carrying the Artifact will inflict damage to the carrier over time.; 2002 = Blackfire Basin features a shared Capture the Flag mechanic. Earn points by killing other players and capturing the single shared flag in the middle of the frozen lake! Carrying the flag for too long will eventually snare the flag carrier and eventually drain your will to fight."
"data/gamedata/objects.csv","#",2,"data/strings/english/scenarioscore.txt",3351,3351,1.0000,1.0000,"2000 = Capture the Gate Switch, Supply Room, and the Ammunitions Cache located on the upper floors of the gate.  Most important, kill all enemies you find!; 2001 = Find the Mourkain artifact and seize it for your realm. Killing the enemy while carrying the Mourkain Artifact will yield more points, but slaying the artifact bearer also yields increased rewards. Carrying the Artifact will inflict damage to the carrier over time.; 2002 = Blackfire Basin features a shared Capture the Flag mechanic. Earn points by killing other players and capturing the single shared flag in the middle of the frozen lake! Carrying the flag for too long will eventually snare the flag carrier and eventually drain your will to fight."
"data/gamedata/objects.csv","#",2,"data/gamedata/items.csv",3351,3350,0.9997,0.9889,"1 = WORLD OBJ QI_Dw_coffin01; 2 = WORLD OBJ or_roadwall_pillar; 3 = WORLD OBJ dw_mine_wallsupport"
"data/gamedata/objects.csv","#",2,"data/gamedata/effectdef.csv",3351,3328,0.9931,0.9938,"1 = standard bloodsplat hit; 2 = spark hit; 3 = flash hit with spiky bits"
"data/gamedata/objects.csv","#",2,"data/gamedata/effectnifs.csv",3351,3310,0.9878,0.9997,"1 = empty; 2 = vfx_orc_CastAuraLoop; 3 = vfx_Cast_GS_Staff"
"data/gamedata/objects.csv","#",2,"data/gamedata/abilities.csv",3351,3289,0.9815,0.9581,"1 = Ard Noggin; 2 = Big Claw; 3 = Bounce"
"data/gamedata/objects.csv","#",2,"data/gamedata/effectlists.csv",3351,3194,0.9531,0.9977,"1 = standard bloodsplat hit; 2 = spark hit; 3 = flash hit with spiky bits"
"data/gamedata/objects.csv","#",2,"data/gamedata/anim_db.csv",3351,3146,0.9388,0.0910,"1 = null-inloop; 2 = DEM_Un_Int_wobble; 3 = aim"
"data/gamedata/objects.csv","#",2,"data/gamedata/effects.csv",3351,3135,0.9355,0.8188,"1 = Ard Noggin; 2 = Big Claw; 3 = Bounce"
"data/gamedata/itemdata.csv","icon",1,"data/strings/english/abilitydesc.txt",2664,2664,1.0000,1.0000,"1 = A powerful attack that deals {COM_0_VAL0_DAMAGE} and reduces the threat generated by your pet's next attack.; 122 = AE Root; 123 = Cone AE"
"data/gamedata/itemdata.csv","icon",1,"data/strings/english/abilitynames.txt",2664,2664,1.0000,1.0000,"1 = Ard Noggin^n; 20 = ; TEST Engineer Pets^n; 110 = Hammerer Console Test 2^n"
"data/gamedata/itemdata.csv","icon",1,"data/strings/english/componenteffects.txt",2664,2664,1.0000,1.0000,"20 = Periodically recovering <<1>> Health.; 357 = Immune to Stun, Knockdown, Disarm, and Silence effects.; 361 = Build Times are reduced by <<1>> %."
"data/gamedata/itemdata.csv","icon",1,"data/strings/english/packageinfo.txt",2664,2664,1.0000,1.0000,"632 = Increases Weapon Skill by 9; 633 = Increases Weapon Skill by 18; 634 = Increases Weapon Skill by 30"
"data/gamedata/itemdata.csv","icon",1,"data/strings/english/packagenames.txt",2664,2664,1.0000,1.0000,"1 = Me Ol' Choppa; 20 = Me Softest Shirt; 110 = Expert Shield Talent"
"data/gamedata/itemdata.csv","icon",1,"data/gamedata/objects.csv",2664,2663,0.9996,1.0000,"1 = WORLD OBJ QI_Dw_coffin01; 20 = WORLD OBJ QI_ge_crypt01; 110 = WORLD OBJ QI_Placeholder01"
"data/gamedata/itemdata.csv","icon",1,"data/gamedata/packages.csv",2664,2663,0.9996,1.0000,"1 = 0; 20 = 0; 110 = 0"
"data/gamedata/itemdata.csv","icon",1,"data/strings/english/objectivenames.txt",2664,2662,0.9992,0.7072,"1 = Cannon Battery; 20 = Marghaz Bloodtoof Ritual; 110 = Gobbo Carvas"
"data/gamedata/itemdata.csv","icon",1,"data/strings/english/scenariolobby.txt",2664,2661,0.9989,1.0000,"2000 = Capture the Gate Switch, Supply Room, and the Ammunitions Cache located on the upper floors of the gate.  Most important, kill all enemies you find!; 2001 = Find the Mourkain artifact and seize it for your realm. Killing the enemy while carrying the Mourkain Artifact will yield more points, but slaying the artifact bearer also yields increased rewards. Carrying the Artifact will inflict damage to the carrier over time.; 2002 = Blackfire Basin features a shared Capture the Flag mechanic. Earn points by killing other players and capturing the single shared flag in the middle of the frozen lake! Carrying the flag for too long will eventually snare the flag carrier and eventually drain your will to fight."
"data/gamedata/itemdata.csv","icon",1,"data/strings/english/scenarioscore.txt",2664,2661,0.9989,1.0000,"2000 = Capture the Gate Switch, Supply Room, and the Ammunitions Cache located on the upper floors of the gate.  Most important, kill all enemies you find!; 2001 = Find the Mourkain artifact and seize it for your realm. Killing the enemy while carrying the Mourkain Artifact will yield more points, but slaying the artifact bearer also yields increased rewards. Carrying the Artifact will inflict damage to the carrier over time.; 2002 = Blackfire Basin features a shared Capture the Flag mechanic. Earn points by killing other players and capturing the single shared flag in the middle of the frozen lake! Carrying the flag for too long will eventually snare the flag carrier and eventually drain your will to fight."
"data/gamedata/itemdata.csv","icon",1,"data/gamedata/abilities.csv",2664,2612,0.9805,0.9581,"1 = Ard Noggin; 20 = Chow Time!; 110 = Endless Knowledge"
"data/gamedata/itemdata.csv","icon",1,"data/gamedata/effectdef.csv",2664,2580,0.9685,0.9938,"1 = standard bloodsplat hit; 20 = Cast Life FINISH; 110 = Hit Flash with dirt impact"
"data/gamedata/itemdata.csv","icon",1,"data/gamedata/anim_db.csv",2664,2524,0.9474,0.0910,"1 = null-inloop; 20 = Disc_Atk_Aggro-in; 110 = Or_Th_Cor_Fall"
"data/gamedata/itemdata.csv","icon",1,"data/gamedata/items.csv",2664,2501,0.9388,0.9889,"1 = WORLD OBJ QI_Dw_coffin01; 20 = WORLD OBJ QI_ge_crypt01; 110 = WORLD OBJ QI_Placeholder01"
"data/gamedata/itemdata.csv","icon",1,"data/gamedata/effectnifs.csv",2664,2482,0.9317,0.9997,"1 = empty; 20 = vfx_TEMP_BloodPierce_Hit; 110 = vfx_AOE_orc_Buff1"
"data/gamedata/itemdata.csv","icon",1,"data/gamedata/effects.csv",2664,2430,0.9122,0.8188,"1 = Ard Noggin; 20 = Chow Time!; 110 = Endless Knowledge"
"data/gamedata/itemdata.csv","icon",1,"data/gamedata/effectlists.csv",2664,2412,0.9054,0.9977,"1 = standard bloodsplat hit; 20 = Cast Life FINISH; 110 = dwarf grenade projectile"
"data/gamedata/abilities.csv","Icon",4,"data/gamedata/itemdata.csv",1472,1472,1.0000,1.0000,"1 = 4111; 80 = 2306; 81 = 2307"
"data/gamedata/abilities.csv","Icon",5,"data/gamedata/itemdata.csv",1472,1472,1.0000,1.0000,"1 = 4111; 80 = 2306; 81 = 2307"
"data/gamedata/abilities.csv","Icon",4,"data/strings/english/abilitydesc.txt",1472,1373,0.9327,1.0000,"1 = A powerful attack that deals {COM_0_VAL0_DAMAGE} and reduces the threat generated by your pet's next attack.; 360 = You build an upgrade into your Gun Turret.  The Turret will now be able to blast the target with an armor-destroying round, dealing {ABIL_21_COM_0_VAL0_DAMAGE} and reducing their Armor by {ABIL_21_COM_1_VAL0} for {ABIL_21_COM_1_DURA_SECONDS}.; 366 = Your Pink Horror flings daemonic fire at it's target, burning them for {ABIL_54_COM_0_VAL0_ELEMENTALDAMAGE} and reducing Elemental Resistance by {ABIL_54_COM_1_VAL0} for the next {ABIL_54_COM_1_DURA_SECONDS}."
"data/gamedata/abilities.csv","Icon",4,"data/strings/english/abilitynames.txt",1472,1373,0.9327,1.0000,"1 = Ard Noggin^n; 26 = Bomb Turret GFXMOD Autoattack Override^n; 80 = Test Stacking^n"
"data/gamedata/abilities.csv","Icon",4,"data/strings/english/componenteffects.txt",1472,1373,0.9327,1.0000,"81 = Periodically taking <<1>> Damage.; 82 = Periodically taking <<1>> Damage.; 357 = Immune to Stun, Knockdown, Disarm, and Silence effects."
"data/gamedata/abilities.csv","Icon",5,"data/strings/english/abilitydesc.txt",1472,1373,0.9327,1.0000,"1 = A powerful attack that deals {COM_0_VAL0_DAMAGE} and reduces the threat generated by your pet's next attack.; 360 = You build an upgrade into your Gun Turret.  The Turret will now be able to blast the target with an armor-destroying round, dealing {ABIL_21_COM_0_VAL0_DAMAGE} and reducing their Armor by {ABIL_21_COM_1_VAL0} for {ABIL_21_COM_1_DURA_SECONDS}.; 366 = Your Pink Horror flings daemonic fire at it's target, burning them for {ABIL_54_COM_0_VAL0_ELEMENTALDAMAGE} and reducing Elemental Resistance by {ABIL_54_COM_1_VAL0} for the next {ABIL_54_COM_1_DURA_SECONDS}."
"data/gamedata/abilities.csv","Icon",5,"data/strings/english/abilitynames.txt",1472,1373,0.9327,1.0000,"1 = Ard Noggin^n; 26 = Bomb Turret GFXMOD Autoattack Override^n; 80 = Test Stacking^n"
"data/gamedata/abilities.csv","Icon",5,"data/strings/english/componenteffects.txt",1472,1373,0.9327,1.0000,"81 = Periodically taking <<1>> Damage.; 82 = Periodically taking <<1>> Damage.; 357 = Immune to Stun, Knockdown, Disarm, and Silence effects."
"data/gamedata/effectvfx.csv","Id",3,"data/gamedata/effectlists.csv",1469,1469,1.0000,0.9977,"1 = standard bloodsplat hit; 2 = spark hit; 5 = Big Heal"
"data/gamedata/effectvfx.csv","Id",3,"data/gamedata/effectnifs.csv",1469,1469,1.0000,0.9997,"1 = empty; 2 = vfx_orc_CastAuraLoop; 5 = vfx_orc_CastingLoop_L2"
"data/gamedata/effectvfx.csv","Id",3,"data/gamedata/itemdata.csv",1469,1469,1.0000,1.0000,"1 = 4111; 2 = 0; 5 = 2488"
"data/gamedata/effectvfx.csv","Id",3,"data/gamedata/objects.csv",1469,1469,1.0000,1.0000,"1 = WORLD OBJ QI_Dw_coffin01; 2 = WORLD OBJ or_roadwall_pillar; 5 = WORLD OBJ QI_dw_pick"
"data/gamedata/effectvfx.csv","Id",3,"data/gamedata/packages.csv",1469,1469,1.0000,1.0000,"1 = 0; 2 = 0; 5 = 0"
"data/gamedata/effectvfx.csv","Id",3,"data/strings/english/abilitydesc.txt",1469,1469,1.0000,1.0000,"1 = A powerful attack that deals {COM_0_VAL0_DAMAGE} and reduces the threat generated by your pet's next attack.; 2 = You force your Battle Squig to claw at your target, dealing {COM_0_VAL0_TOD_DAMAGE} over {COM_0_DURA_SECONDS} and snaring them by {COM_1_VAL0}% over {COM_1_DURA_SECONDS}.; 5 = Your Battle Squig explodes, causing you to be launched upward out of your Squiggy armor. All enemies within {COM_1_RADI_FEET} take {COM_3_VAL0_DAMAGE} and are knocked back."
"data/gamedata/effectvfx.csv","Id",3,"data/strings/english/abilitynames.txt",1469,1469,1.0000,1.0000,"1 = Ard Noggin^n; 2 = Big Claw^n; 5 = KABOOM!^n"
"data/gamedata/effectvfx.csv","Id",3,"data/strings/english/componenteffects.txt",1469,1469,1.0000,1.0000,"10 = Attempting to Resurrect.; 41 = Inflicting <<1>>% Damage to everyone but taunter.; 45 = Inflicting <<1>>% Damage to everyone but taunter."
"data/gamedata/effectvfx.csv","Id",3,"data/strings/english/objectivenames.txt",1469,1469,1.0000,0.7072,"1 = Cannon Battery; 2 = The Lookout; 5 = Sharpthorn Rock Mine"
"data/gamedata/effectvfx.csv","Id",3,"data/strings/english/packageinfo.txt",1469,1469,1.0000,1.0000,"605 = Increases Strength by 42; 607 = Increases Willpower by 3; 613 = Increases Toughness by 3"
"data/gamedata/effectvfx.csv","Id",3,"data/strings/english/packagenames.txt",1469,1469,1.0000,1.0000,"1 = Me Ol' Choppa; 2 = Me Ol' Shield; 5 = Me Ol' Prodda"
